antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'KEGS', 'NON-ALCOHOL'})","frozenset({'WINE', 'DUNNAGE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF'})","frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE'})","frozenset({'WINE', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE'})","frozenset({'KEGS', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF'})","frozenset({'WINE', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF'})","frozenset({'KEGS', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE'})","frozenset({'DUNNAGE', 'REF', 'BEER', 'NON-ALCOHOL'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'BEER'}),"frozenset({'NON-ALCOHOL', 'DUNNAGE', 'REF', 'KEGS', 'WINE'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'NON-ALCOHOL'}),"frozenset({'BEER', 'DUNNAGE', 'REF', 'KEGS', 'WINE'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'DUNNAGE'}),"frozenset({'BEER', 'NON-ALCOHOL', 'REF', 'KEGS', 'WINE'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'REF'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
frozenset({'KEGS'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'REF', 'WINE'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
frozenset({'WINE'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'REF', 'KEGS'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'WINE'})",frozenset({'STR_SUPPLIES'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'STR_SUPPLIES'})",frozenset({'WINE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})",frozenset({'KEGS'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'DUNNAGE', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'NON-ALCOHOL'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'BEER'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'WINE', 'BEER'})","frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'WINE', 'NON-ALCOHOL'})","frozenset({'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'DUNNAGE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})","frozenset({'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})","frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'BEER'})","frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'BEER'})","frozenset({'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'NON-ALCOHOL'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'NON-ALCOHOL'})","frozenset({'DUNNAGE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'WINE', 'DUNNAGE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'WINE'})","frozenset({'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})","frozenset({'DUNNAGE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'BEER'})","frozenset({'KEGS', 'WINE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'BEER'})","frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'BEER'})","frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'WINE', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'NON-ALCOHOL'})","frozenset({'WINE', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'STR_SUPPLIES', 'NON-ALCOHOL'})","frozenset({'KEGS', 'DUNNAGE', 'WINE', 'BEER'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'DUNNAGE'})","frozenset({'WINE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'DUNNAGE'})","frozenset({'KEGS', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DUNNAGE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'WINE'})","frozenset({'DUNNAGE', 'STR_SUPPLIES', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'KEGS', 'STR_SUPPLIES'})","frozenset({'WINE', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'WINE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'BEER', 'NON-ALCOHOL'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'BEER'}),"frozenset({'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'NON-ALCOHOL'}),"frozenset({'BEER', 'DUNNAGE', 'KEGS', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DUNNAGE'}),"frozenset({'BEER', 'NON-ALCOHOL', 'KEGS', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'KEGS'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'WINE'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'STR_SUPPLIES'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'STR_SUPPLIES'}),"frozenset({'BEER', 'NON-ALCOHOL', 'DUNNAGE', 'KEGS', 'WINE'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'BEER', 'DUNNAGE', 'REF', 'KEGS', 'WINE'})",frozenset({'STR_SUPPLIES'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'DUNNAGE', 'REF', 'KEGS', 'STR_SUPPLIES'})",frozenset({'WINE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'DUNNAGE', 'REF', 'WINE', 'STR_SUPPLIES'})",frozenset({'KEGS'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'DUNNAGE', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'REF'}),1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'REF', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'DUNNAGE'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF', 'KEGS', 'WINE', 'STR_SUPPLIES'})",frozenset({'BEER'}),0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'REF', 'BEER'})","frozenset({'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'REF', 'BEER'})","frozenset({'KEGS', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'WINE', 'BEER'})","frozenset({'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF', 'BEER'})","frozenset({'DUNNAGE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'DUNNAGE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'REF', 'WINE'})","frozenset({'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'REF', 'STR_SUPPLIES'})","frozenset({'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})","frozenset({'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF', 'STR_SUPPLIES'})","frozenset({'DUNNAGE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF', 'BEER'})","frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'BEER'})","frozenset({'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'BEER'})","frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'BEER'})","frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'BEER'})","frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'WINE'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'BEER'})","frozenset({'DUNNAGE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})","frozenset({'WINE', 'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'REF'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'REF'})","frozenset({'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'REF'})","frozenset({'KEGS', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'WINE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'WINE'})","frozenset({'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE', 'STR_SUPPLIES'})","frozenset({'WINE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE', 'STR_SUPPLIES'})","frozenset({'KEGS', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'REF'})","frozenset({'DUNNAGE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'REF', 'STR_SUPPLIES'})","frozenset({'WINE', 'DUNNAGE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'REF', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'BEER'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'WINE', 'STR_SUPPLIES'})","frozenset({'DUNNAGE', 'REF', 'BEER'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'BEER'})","frozenset({'KEGS', 'WINE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'REF', 'BEER'})","frozenset({'KEGS', 'DUNNAGE', 'WINE', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'BEER'})","frozenset({'WINE', 'DUNNAGE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'BEER'})","frozenset({'KEGS', 'DUNNAGE', 'REF', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'BEER', 'STR_SUPPLIES'})","frozenset({'KEGS', 'DUNNAGE', 'REF', 'WINE'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'DUNNAGE', 'REF'})","frozenset({'KEGS', 'WINE', 'BEER', 'STR_SUPPLIES'})",0.75,1.0,0.75,1.0,1.0,1.0,0.0,inf,0.0,0.75,0.0,0.875
"frozenset({'KEGS', 'DUNNAGE'})","frozenset({'WINE', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
"frozenset({'WINE', 'DUNNAGE'})","frozenset({'KEGS', 'REF', 'BEER', 'STR_SUPPLIES'})",1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.875
